event_id,dataset_source,source_file,event_type,lane_id,event_onset_s,window_start_s,window_end_s,event_duration_s
4343,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,159.492677,149.492677,159.492677,0.8008000000000095
4344,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,155.889077,145.889077,155.889077,0.9009000000000071
4345,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,141.374576,131.374576,141.374576,0.7340670000000102
4346,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,166.799978,156.799978,166.799978,0.834165999999982
4347,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,167.867711,157.867711,167.867711,0.7674329999999827
4348,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,161.027544,151.027544,161.027544,0.9342670000000055
4349,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,162.562411,152.562411,162.562411,0.9009000000000071
4350,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,416.682961,406.682961,416.682961,0.9009000000000356
4351,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,158.55841,148.55841,158.55841,0.9009010000000046
4352,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,173.139645,163.139645,173.139645,0.8341660000000104
4353,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,175.008178,165.008178,175.008178,0.8008000000000095
4354,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,169.569411,159.569411,169.569411,0.7340670000000102
4355,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,142.408943,132.408943,142.408943,0.8675330000000088
4356,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,168.501678,158.501678,168.501678,1.1344670000000008
4357,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,164.664511,154.664511,164.664511,0.9676330000000064
4358,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,167.767611,157.767611,167.767611,0.7007000000000119
4359,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,170.170011,160.170011,170.170011,0.6339670000000126
4360,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,175.642145,165.642145,175.642145,1.334666999999996
4361,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,178.611778,168.611778,178.611778,0.8675340000000062
4362,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,178.811978,168.811978,178.811978,0.8341669999999795
4363,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,281.481219,271.481219,281.481219,0.4671329999999898
4364,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,181.014179,171.014179,181.014179,0.5338659999999891
4365,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,21,149.215743,139.215743,149.215743,0.8675340000000062
4366,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,171.104278,161.104278,171.104278,1.2012
4367,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,181.414579,171.414579,181.414579,0.5672329999999874
4368,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,184.617779,174.617779,184.617779,0.7006999999999834
4369,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,183.783612,173.783612,183.783612,0.8675340000000062
4370,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,176.576412,166.576412,176.576412,0.7340659999999843
4371,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,180.914079,170.914079,180.914079,0.7340660000000128
4372,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,185.585412,175.585412,185.585412,0.9009000000000071
4373,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,186.085912,176.085912,186.085912,0.5338669999999865
4374,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,181.881712,171.881712,181.881712,0.9342670000000055
4375,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,177.911078,167.911078,177.911078,0.7340670000000102
4376,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,184.284112,174.284112,184.284112,0.8675340000000062
4377,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,188.121279,178.121279,188.121279,0.7007000000000119
4378,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,189.289113,179.289113,189.289113,0.8675330000000088
4379,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,187.720879,177.720879,187.720879,0.9342670000000055
4380,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,192.258746,182.258746,192.258746,1.067733000000004
4381,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,192.792613,182.792613,192.792613,1.0343660000000057
4382,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,190.323479,180.323479,190.323479,1.1678339999999992
4383,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,191.791613,181.791613,191.791613,1.0343659999999772
4384,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,174.507678,164.507678,174.507678,0.9676340000000039
4385,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,199.03218,189.03218,199.03218,0.6339669999999842
4386,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,201.568047,191.568047,201.568047,0.5338659999999891
4387,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,201.13428,191.13428,201.13428,0.8675330000000088
4388,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,197.597413,187.597413,197.597413,0.9009000000000071
4389,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,175.074912,165.074912,175.074912,0.967632999999978
4390,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,206.272747,196.272747,206.272747,0.9008999999999787
4391,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,207.54068,197.54068,207.54068,0.8007999999999811
4392,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,204.671147,194.671147,204.671147,0.8341670000000079
4393,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,197.03018,187.03018,197.03018,0.8008000000000095
4394,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,179.179012,169.179012,179.179012,0.8008000000000095
4395,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,205.83898,195.83898,205.83898,0.667334000000011
4396,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,208.908714,198.908714,208.908714,0.9342670000000055
4397,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,199.666147,189.666147,199.666147,0.8341660000000104
4398,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,210.276747,200.276747,210.276747,0.9009000000000071
4399,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,200.93408,190.93408,200.93408,1.2345669999999984
4400,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,151.518043,141.518043,151.518043,0.5004999999999882
4401,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,173.806978,163.806978,173.806978,0.667334000000011
4402,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,213.246381,203.246381,213.246381,0.7674329999999827
4403,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,209.409214,199.409214,209.409214,0.6673330000000135
4404,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,202.402213,192.402213,202.402213,0.9342670000000055
4405,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,186.719879,176.719879,186.719879,0.7674330000000111
4406,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,205.972447,195.972447,205.972447,1.5348670000000197
4407,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,0,161.728244,151.728244,161.728244,0.5672330000000159
4408,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,189.222379,179.222379,189.222379,0.4671340000000157
4409,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,175.108278,165.108278,175.108278,0.6339669999999842
4410,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,213.947081,203.947081,213.947081,0.9009000000000071
4411,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,213.446581,203.446581,213.446581,0.7340659999999843
4412,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,193.626779,183.626779,193.626779,0.8675340000000062
4413,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,215.815614,205.815614,215.815614,0.8675339999999778
4414,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,208.64178,198.64178,208.64178,0.6005999999999858
4415,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,217.083548,207.083548,217.083548,0.7674329999999827
4416,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,219.285748,209.285748,219.285748,0.7340669999999818
4417,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,218.685148,208.685148,218.685148,0.8341670000000079
4418,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,219.519315,209.519315,219.519315,0.6673329999999851
4419,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,220.720515,210.720515,220.720515,1.6349659999999915
4420,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,222.522315,212.522315,222.522315,0.8341660000000104
4421,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,213.146281,203.146281,213.146281,0.7007000000000119
4422,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,224.390848,214.390848,224.390848,0.8007999999999811
4423,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,352.418757,342.418757,352.418757,0.7674329999999827
4424,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,214.714514,204.714514,214.714514,1.1344670000000008
4425,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,227.961082,217.961082,227.961082,0.9009000000000071
4426,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,226.693148,216.693148,226.693148,0.8341669999999795
4427,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,219.219014,209.219014,219.219014,0.800801000000007
4428,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,484.183732,474.183732,484.183732,0.8007999999999811
4429,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,221.955081,211.955081,221.955081,0.7340669999999818
4430,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,225.725515,215.725515,225.725515,0.8008000000000095
4431,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,204.270747,194.270747,204.270747,0.9009000000000071
4432,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,229.762882,219.762882,229.762882,0.9342670000000055
4433,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,428.394662,418.394662,428.394662,0.8675330000000372
4434,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,482.215099,472.215099,482.215099,0.7674329999999827
4435,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,209.909714,199.909714,209.909714,0.7674329999999827
4436,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,180.914079,170.914079,180.914079,0.5005000000000166
4437,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,229.295748,219.295748,229.295748,0.7340670000000102
4438,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,224.691148,214.691148,224.691148,0.8341670000000079
4439,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,6,238.271382,228.271382,238.271382,0.6006000000000142
4440,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,217.250381,207.250381,217.250381,0.9342670000000055
4441,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,231.631415,221.631415,231.631415,0.7340669999999818
4442,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,229.462582,219.462582,229.462582,1.2345669999999984
4443,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,231.431215,221.431215,231.431215,1.1011000000000024
4444,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,233.132915,223.132915,233.132915,0.7340670000000102
4445,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,234.467582,224.467582,234.467582,1.2012
4446,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,236.169282,226.169282,236.169282,0.6005999999999858
4447,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,200.600413,190.600413,200.600413,0.8008000000000095
4448,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,236.202649,226.202649,236.202649,0.6673329999999851
4449,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,193.626779,183.626779,193.626779,0.7340670000000102
4450,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,238.571682,228.571682,238.571682,0.8007999999999811
4451,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,239.872983,229.872983,239.872983,0.834165999999982
4452,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,220.320115,210.320115,220.320115,0.8675330000000088
4453,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,239.672782,229.672782,239.672782,1.3680339999999944
4454,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,194.661146,184.661146,194.661146,1.1011000000000024
4455,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,242.809249,232.809249,242.809249,1.0677340000000015
4456,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,244.644416,234.644416,244.644416,0.7340669999999818
4457,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,241.441216,231.441216,241.441216,1.1011000000000024
4458,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,223.223015,213.223015,223.223015,0.6339659999999867
4459,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,241.641416,231.641416,241.641416,0.7340670000000102
4460,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,242.041816,232.041816,242.041816,0.8341669999999795
4461,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,242.575683,232.575683,242.575683,0.9676330000000064
4462,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,243.009449,233.009449,243.009449,0.7007000000000119
4463,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,244.611049,234.611049,244.611049,0.7674339999999802
4464,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,247.180283,237.180283,247.180283,1.0343670000000031
4465,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,248.581683,238.581683,248.581683,1.1344670000000008
4466,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,247.580683,237.580683,247.580683,0.8008000000000095
4467,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,248.41485,238.41485,248.41485,0.8008000000000095
4468,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,231.598049,221.598049,231.598049,0.7674329999999827
4469,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,244.91135,234.91135,244.91135,0.8008000000000095
4470,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,250.01645,240.01645,250.01645,0.7007000000000119
4471,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,251.21765,241.21765,251.21765,0.8341670000000079
4472,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,200.567047,190.567047,200.567047,0.5672329999999874
4473,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,253.82025,243.82025,253.82025,0.7340670000000102
4474,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,255.054817,245.054817,255.054817,0.6673329999999851
4475,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,215.148281,205.148281,215.148281,0.5005000000000166
4476,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,255.088184,245.088184,255.088184,0.8007999999999811
4477,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,361.361024,351.361024,361.361024,0.8341670000000363
4478,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,258.491584,248.491584,258.491584,0.9009000000000356
4479,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,217.450581,207.450581,217.450581,0.6006000000000142
4480,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,255.755517,245.755517,255.755517,1.1344670000000292
4481,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,258.191284,248.191284,258.191284,0.5672329999999874
4482,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,263.296384,253.296384,263.296384,0.9342670000000339
4483,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,243.576683,233.576683,243.576683,0.9676330000000064
4484,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,245.845616,235.845616,245.845616,0.8675340000000062
4485,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,266.266018,256.266018,266.266018,1.034366000000034
4486,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,259.52595,249.52595000000002,259.52595,0.8675339999999778
4487,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,260.360117,250.360117,260.360117,1.0343669999999747
4488,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,275.508585,265.508585,275.508585,0.5672330000000443
4489,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,264.230651,254.23065100000002,264.230651,0.5338659999999891
4490,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,226.426215,216.426215,226.426215,0.7006999999999834
4491,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,262.195284,252.19528400000002,262.195284,0.5338669999999865
4492,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,263.396484,253.396484,263.396484,0.8341670000000363
4493,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,267.800884,257.800884,267.800884,0.4671339999999873
4494,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,264.764517,254.764517,264.764517,0.8008009999999786
4495,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,278.011085,268.011085,278.011085,0.9342670000000339
4496,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,265.898984,255.89898399999998,265.898984,0.8675340000000347
4497,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,269.869618,259.869618,269.869618,0.8675329999999803
4498,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,267.233651,257.233651,267.233651,0.8341669999999795
4499,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,271.738151,261.738151,271.738151,1.5014999999999645
4500,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,235.535316,225.535316,235.535316,0.8675330000000088
4501,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,268.801884,258.801884,268.801884,0.767434000000037
4502,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,236.502949,226.502949,236.502949,0.9009000000000071
4503,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,269.836251,259.836251,269.836251,0.6339669999999842
4504,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,367.667324,357.667324,367.667324,0.7006999999999834
4505,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,247.71415,237.71415,247.71415,0.6673330000000135
4506,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,237.937716,227.937716,237.937716,0.9676330000000064
4507,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,270.903985,260.903985,270.903985,1.0010000000000332
4508,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,273.573318,263.573318,273.573318,0.8341670000000363
4509,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,278.645052,268.645052,278.645052,0.6005999999999858
4510,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,280.780519,270.780519,280.780519,0.8007999999999811
4511,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,241.207649,231.207649,241.207649,0.8341670000000079
4512,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,262.028451,252.02845100000002,262.028451,0.6339659999999867
4513,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,284.117185,274.117185,284.117185,0.8007999999999811
4514,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,280.513585,270.513585,280.513585,1.06773400000003
4515,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,451.95153,441.95153,451.95153,0.6673329999999851
4516,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,285.118185,275.118185,285.118185,0.633967000000041
4517,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,244.477583,234.477583,244.477583,0.5004999999999882
4518,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,276.943352,266.943352,276.943352,0.7340659999999843
4519,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,281.881619,271.881619,281.881619,0.8675329999999803
4520,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,252.41885,242.41885,252.41885,0.5005000000000166
4521,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,243.776883,233.776883,243.776883,0.5004999999999882
4522,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,278.611685,268.611685,278.611685,0.8007999999999811
4523,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,285.251652,275.251652,285.251652,0.8341670000000363
4524,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,270.303385,260.303385,270.303385,0.7674329999999827
4525,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,282.949352,272.949352,282.949352,0.633967000000041
4526,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,245.31175,235.31175,245.31175,0.8341660000000104
4527,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,246.71315,236.71315,246.71315,0.9008999999999787
4528,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,248.248016,238.248016,248.248016,0.6339669999999842
4529,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,284.350752,274.350752,284.350752,0.7340669999999818
4530,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,292.091819,282.091819,292.091819,1.1678340000000276
4531,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,362.228557,352.228557,362.228557,0.8007999999999811
4532,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,288.054452,278.054452,288.054452,1.534866999999963
4533,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,249.682783,239.682783,249.682783,0.667334000000011
4534,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,290.957353,280.957353,290.957353,0.8007999999999811
4535,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,293.326386,283.326386,293.326386,0.9342669999999771
4536,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,251.61805,241.61805,251.61805,0.5004999999999882
4537,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,288.621686,278.621686,288.621686,0.8007999999999811
4538,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,292.125186,282.125186,292.125186,0.4671329999999898
4539,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,297.430486,287.430486,297.430486,0.8341670000000363
4540,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,289.522586,279.522586,289.522586,0.9009000000000356
4541,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,1,300.19992,290.19992,300.19992,0.7340669999999818
4542,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,296.19592,286.19592,296.19592,0.9008999999999787
4543,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,297.163553,287.163553,297.163553,0.7674330000000396
4544,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,298.464853,288.464853,298.464853,0.967632999999978
4545,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,7,392.291926,382.291926,392.291926,0.6005999999999858
4546,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,300.667053,290.667053,300.667053,0.7674339999999802
4547,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,298.264653,288.264653,298.264653,0.8341669999999795
4548,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,303.636687,293.636687,303.636687,0.8007999999999811
4549,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,2,304.170553,294.170553,304.170553,0.9342670000000339
4550,mitra_t7,data\raw\mitra\Data_T7\T7_DAll.csv,hard_brake,3,305.30502,295.30502,305.30502,0.9676339999999755
